filename,Action,Adventure,Animation,Comedy,Crime,Drama,Fantasy,Romance,Thriller
217993.jpg,1,0,1,0,0,0,0,0,0
10540.jpg,1,0,0,0,0,0,0,0,0
379291.jpg,1,1,1,1,0,0,0,0,0
176983.jpg,1,1,1,0,0,0,1,0,0
169934.jpg,1,0,1,0,0,0,0,0,0
139862.jpg,1,0,0,0,0,1,0,0,0
1266.jpg,1,0,0,0,1,1,0,0,1
663558.jpg,1,0,1,0,0,0,1,0,0
8373.jpg,1,1,0,0,0,0,0,0,0
10877.jpg,1,0,0,0,1,0,0,0,1
10017.jpg,1,0,0,0,0,0,0,0,0
558449.jpg,1,1,0,0,0,0,0,0,0
13836.jpg,1,1,0,0,0,0,1,0,1
7549.jpg,1,0,0,0,0,1,0,0,0
78049.jpg,1,1,0,0,0,1,1,0,0
675327.jpg,1,0,0,0,0,0,0,0,0
10775.jpg,1,0,0,0,1,0,0,0,1
239529.jpg,1,0,1,0,0,0,0,0,1
76649.jpg,1,1,0,0,0,0,0,1,0
10861.jpg,1,0,0,0,0,0,0,0,1
1007401.jpg,1,0,1,0,0,0,1,0,0
1124127.jpg,1,0,0,0,0,0,0,0,1
21519.jpg,1,0,0,1,0,0,0,0,0
11951.jpg,1,0,0,0,1,0,0,0,0
72710.jpg,1,1,0,0,0,0,0,0,0
361743.jpg,1,0,0,0,0,1,0,0,0
290859.jpg,1,0,0,0,0,0,0,0,0
980489.jpg,1,1,0,0,0,1,0,0,0
345887.jpg,1,0,0,0,1,0,0,0,1
384521.jpg,1,0,0,0,0,0,0,0,0
124905.jpg,1,0,0,0,0,1,0,0,0
944401.jpg,1,0,0,0,1,1,0,0,0
484641.jpg,1,0,0,0,0,0,0,0,1
188927.jpg,1,1,0,0,0,0,0,0,0
335977.jpg,1,1,0,0,0,0,0,0,0
271110.jpg,1,1,0,0,0,0,0,0,0
177572.jpg,1,1,1,1,0,0,0,0,0
496450.jpg,1,0,1,0,0,0,1,1,0
545609.jpg,1,0,0,0,0,0,0,0,1
456740.jpg,1,1,0,0,0,0,1,0,0
982940.jpg,1,0,0,0,1,0,0,0,1
1094556.jpg,1,0,0,1,0,0,0,0,0
929590.jpg,1,0,0,0,0,1,0,0,0
709.jpg,1,1,0,0,0,0,0,0,1
22450.jpg,1,0,0,0,0,0,0,0,0
1930.jpg,1,1,0,0,0,0,0,0,0
1248795.jpg,1,0,0,0,0,1,0,1,0
8077.jpg,1,0,0,0,0,0,0,0,0
1062807.jpg,1,1,1,1,0,0,0,0,0
406761.jpg,1,0,0,0,0,0,0,0,1
49521.jpg,1,1,0,0,0,0,0,0,0
718444.jpg,1,1,0,0,0,0,0,0,0
241848.jpg,1,0,0,0,0,0,0,0,1
155.jpg,1,0,0,0,1,1,0,0,1
667.jpg,1,1,0,0,0,0,0,0,1
61791.jpg,1,0,0,0,0,1,0,0,1
122.jpg,1,1,0,0,0,0,1,0,0
9423.jpg,1,0,0,0,0,0,0,0,0
675353.jpg,1,1,0,1,0,0,0,0,0
453395.jpg,1,1,0,0,0,0,1,0,0
127585.jpg,1,1,0,0,0,0,0,0,0
1217409.jpg,1,0,0,1,0,0,0,0,0
869.jpg,1,1,0,0,0,0,0,0,1
678512.jpg,1,0,0,0,0,1,0,0,0
324857.jpg,1,1,1,0,0,0,0,0,0
285.jpg,1,1,0,0,0,0,1,0,0
566525.jpg,1,1,0,0,0,0,1,0,0
140300.jpg,1,1,1,1,0,0,0,0,0
324552.jpg,1,0,0,0,1,0,0,0,1
581528.jpg,1,0,0,0,1,0,0,0,1
3604.jpg,1,1,0,1,0,0,0,0,0
293660.jpg,1,1,0,1,0,0,0,0,0
1049574.jpg,1,0,0,0,0,0,0,0,1
333663.jpg,1,0,0,1,0,0,0,0,0
646.jpg,1,1,0,0,0,0,0,0,1
927107.jpg,1,0,0,0,0,0,0,0,1
47971.jpg,1,1,0,0,1,0,0,0,0
257344.jpg,1,0,0,1,0,0,0,0,0
744.jpg,1,1,0,0,0,1,0,0,0
68726.jpg,1,1,0,0,0,0,0,0,0
848187.jpg,1,0,0,1,0,0,0,1,0
374720.jpg,1,0,0,0,0,1,0,0,0
2019.jpg,1,1,0,0,1,0,0,0,1
1223272.jpg,1,0,0,0,0,1,0,0,1
1183905.jpg,1,0,0,0,0,1,0,0,1
868759.jpg,1,0,0,1,0,0,0,1,0
1230393.jpg,1,1,1,0,0,0,1,0,0
32303.jpg,1,0,0,0,1,1,0,0,0
445651.jpg,1,1,0,0,0,1,0,0,0
76338.jpg,1,1,0,0,0,0,1,0,0
559.jpg,1,1,0,0,0,0,0,0,0
254.jpg,1,1,0,0,0,1,0,0,0
522162.jpg,1,0,0,0,0,1,0,0,0
177677.jpg,1,1,0,0,0,0,0,0,0
351286.jpg,1,1,0,0,0,0,0,0,1
1214314.jpg,1,0,0,0,0,0,0,0,0
522016.jpg,1,0,0,0,0,0,0,0,1
91314.jpg,1,1,0,0,0,0,0,0,0
951546.jpg,1,0,0,0,0,0,1,0,0
245891.jpg,1,0,0,0,0,0,0,0,1
228150.jpg,1,0,0,0,0,1,0,0,0
9739.jpg,1,0,0,0,1,0,0,0,0
10195.jpg,1,1,0,0,0,0,1,0,0
38055.jpg,1,0,1,1,0,0,0,0,0
98566.jpg,1,1,0,1,0,0,0,0,0
554600.jpg,1,0,0,0,0,1,0,0,0
791373.jpg,1,1,0,0,0,0,1,0,0
840326.jpg,1,1,0,0,0,0,0,0,0
872542.jpg,1,0,0,0,0,0,0,0,1
882569.jpg,1,0,0,0,0,0,0,0,1
454626.jpg,1,0,0,1,0,0,0,0,0
939335.jpg,1,0,0,0,0,0,0,0,0
102382.jpg,1,1,0,0,0,0,0,0,0
38234.jpg,1,0,0,0,0,0,0,0,1
652.jpg,1,1,0,0,0,0,0,0,0
315837.jpg,1,0,0,0,0,1,0,0,0
260513.jpg,1,1,1,0,0,0,0,0,0
294254.jpg,1,1,0,0,0,0,0,0,1
168259.jpg,1,0,0,0,1,0,0,0,1
370172.jpg,1,1,0,0,0,0,0,0,1
577922.jpg,1,0,0,0,0,0,0,0,1
181808.jpg,1,1,0,0,0,0,0,0,0
458156.jpg,1,0,0,0,1,0,0,0,1
679.jpg,1,0,0,0,0,0,0,0,1
598387.jpg,1,1,1,0,0,0,1,0,0
49051.jpg,1,1,0,0,0,0,1,0,0
984324.jpg,1,0,0,0,0,0,0,0,1
1053592.jpg,1,0,0,0,0,1,0,0,1
406759.jpg,1,1,0,0,0,0,0,0,0
324852.jpg,1,1,1,1,0,0,0,0,0
324849.jpg,1,0,1,1,0,0,0,0,0
527774.jpg,1,1,1,0,0,0,1,0,0
49026.jpg,1,0,0,0,1,1,0,0,1
209112.jpg,1,1,0,0,0,0,1,0,0
166426.jpg,1,1,0,0,0,0,1,0,0
140607.jpg,1,1,0,0,0,0,0,0,0
181812.jpg,1,1,0,0,0,0,0,0,0
268.jpg,1,0,0,0,1,0,1,0,0
311324.jpg,1,1,0,0,0,0,1,0,0
218.jpg,1,0,0,0,0,0,0,0,1
1094844.jpg,1,0,0,0,0,0,0,0,0
10908.jpg,1,0,0,0,0,1,0,1,0
9659.jpg,1,1,0,0,0,0,0,0,1
283995.jpg,1,1,0,0,0,0,0,0,0
1734.jpg,1,1,0,0,0,0,1,0,0
524434.jpg,1,1,0,0,0,0,0,0,0
37834.jpg,1,0,0,1,0,0,0,0,0
965571.jpg,1,0,0,0,0,0,0,0,0
9980.jpg,1,0,0,0,0,0,0,0,0
504148.jpg,1,0,0,0,0,0,0,0,0
336843.jpg,1,1,0,0,0,0,0,0,1
536115.jpg,1,1,1,0,0,0,0,0,0
1017163.jpg,1,0,0,0,1,1,0,0,0
460465.jpg,1,1,0,0,0,0,1,0,0
38575.jpg,1,1,0,0,0,1,0,0,0
1573.jpg,1,0,0,0,0,0,0,0,1
799710.jpg,1,0,0,0,1,0,0,0,0
9381.jpg,1,1,0,0,0,0,0,0,1
1209288.jpg,1,0,1,0,0,0,0,0,0
561.jpg,1,0,0,0,0,0,1,0,0
558144.jpg,1,0,0,1,1,0,0,0,0
937249.jpg,1,0,0,0,0,0,0,0,1
845861.jpg,1,0,0,0,0,1,0,0,0
305470.jpg,1,1,0,0,0,0,0,0,0
44833.jpg,1,1,0,0,0,0,0,0,1
7131.jpg,1,1,0,0,0,0,0,0,0
337339.jpg,1,0,0,0,1,0,0,0,1
320288.jpg,1,1,0,0,0,0,0,0,0
460458.jpg,1,0,0,0,0,0,0,0,0
348350.jpg,1,1,0,0,0,0,0,0,0
101.jpg,1,0,0,0,1,1,0,0,0
847.jpg,1,1,0,0,0,0,1,0,0
700.jpg,1,1,0,0,0,0,0,0,1
1948.jpg,1,0,0,0,1,0,0,0,1
300671.jpg,1,0,0,0,0,1,0,0,0
126963.jpg,1,0,1,0,0,0,0,0,0
9738.jpg,1,0,0,0,0,0,1,0,0
9362.jpg,1,0,0,1,0,0,0,0,0
615173.jpg,1,1,0,0,0,0,0,0,1
379149.jpg,1,0,0,0,0,0,0,0,1
1637.jpg,1,1,0,0,1,0,0,0,0
20181.jpg,1,0,0,0,0,1,0,0,0
604.jpg,1,1,0,0,0,0,0,0,1
75780.jpg,1,0,0,0,1,1,0,0,1
184315.jpg,1,1,0,0,0,0,0,0,0
193.jpg,1,1,0,0,0,0,0,0,1
423204.jpg,1,0,0,0,0,0,0,0,1
335787.jpg,1,1,0,0,0,0,0,0,0
27582.jpg,1,0,0,0,1,0,0,0,1
11474.jpg,1,0,0,0,0,0,0,0,1
22907.jpg,1,0,0,0,1,1,0,0,1
138103.jpg,1,1,0,0,0,0,0,0,1
23728.jpg,1,1,0,1,0,0,0,0,0
17585.jpg,1,0,0,0,0,0,0,0,1
1083862.jpg,1,0,1,0,0,0,0,0,0
449443.jpg,1,0,0,0,1,0,0,0,1
1495.jpg,1,1,0,0,0,1,0,0,0
1027073.jpg,1,0,0,0,0,0,0,0,1
562.jpg,1,0,0,0,0,0,0,0,1
929.jpg,1,0,0,0,0,0,0,0,1
1076487.jpg,1,0,0,0,0,1,0,0,0
13475.jpg,1,1,0,0,0,0,0,0,0
9208.jpg,1,1,0,0,0,0,0,0,1
451048.jpg,1,1,0,0,0,0,1,0,0
76757.jpg,1,0,0,0,0,0,1,0,0
262500.jpg,1,1,0,0,0,0,0,0,1
752623.jpg,1,1,0,1,0,0,0,0,0
2636.jpg,1,0,0,0,0,0,0,0,1
768744.jpg,1,1,1,0,0,0,1,0,0
1893.jpg,1,1,0,0,0,0,0,0,0
13387.jpg,1,0,0,0,1,0,0,0,1
491854.jpg,1,0,0,0,0,0,0,0,0
522627.jpg,1,0,0,1,1,0,0,0,0
966220.jpg,1,0,0,0,0,1,0,0,0
273481.jpg,1,0,0,0,1,0,0,0,1
12106.jpg,1,0,0,0,0,0,0,0,0
27205.jpg,1,1,0,0,0,0,0,0,0
799379.jpg,1,0,0,0,1,0,0,0,1
416144.jpg,1,0,0,0,0,1,0,0,1
458576.jpg,1,1,0,0,0,0,1,0,0
700391.jpg,1,0,0,0,0,0,0,0,1
278924.jpg,1,0,0,0,1,0,0,0,1
111.jpg,1,0,0,0,1,0,0,0,0
1060090.jpg,1,0,0,0,0,0,0,0,1
1370.jpg,1,1,0,0,0,0,0,0,1
665.jpg,1,1,0,0,0,1,0,0,0
268896.jpg,1,1,0,0,0,0,1,0,0
536437.jpg,1,0,0,0,0,0,0,0,1
534.jpg,1,0,0,0,0,0,0,0,1
924.jpg,1,0,0,0,0,1,0,0,0
13811.jpg,1,0,0,0,0,0,0,0,1
385128.jpg,1,1,0,0,1,0,0,0,0
656156.jpg,1,0,0,0,0,1,0,0,1
605.jpg,1,1,0,0,0,0,0,0,1
56292.jpg,1,1,0,0,0,0,0,0,1
856289.jpg,1,0,0,0,0,0,1,0,0
9399.jpg,1,0,0,0,0,0,0,0,0
579974.jpg,1,0,0,0,0,1,0,0,0
38985.jpg,1,1,0,0,0,1,0,0,1
49519.jpg,1,1,1,1,0,0,1,0,0
539885.jpg,1,0,0,0,1,0,0,0,1
16320.jpg,1,1,0,0,0,0,0,0,1
137113.jpg,1,0,0,0,0,0,0,0,0
619803.jpg,1,0,0,1,1,0,0,0,1
575265.jpg,1,1,0,0,0,0,0,0,1
725201.jpg,1,0,0,0,0,0,0,0,1
862552.jpg,1,0,0,0,0,1,0,0,1
1880.jpg,1,0,0,0,0,1,0,0,1
299536.jpg,1,1,0,0,0,0,0,0,0
736526.jpg,1,1,0,0,0,0,1,0,0
811634.jpg,1,0,1,0,0,0,1,0,0
1006462.jpg,1,0,0,0,0,0,0,0,1
9433.jpg,1,1,0,0,0,1,0,0,0
924763.jpg,1,0,0,0,0,0,0,0,1
526896.jpg,1,0,0,0,0,0,1,0,0
1096197.jpg,1,0,0,0,0,0,0,0,1
47964.jpg,1,0,0,0,0,0,0,0,1
72545.jpg,1,1,0,0,0,0,0,0,0
307081.jpg,1,0,0,0,0,1,0,0,0
228967.jpg,1,0,0,1,0,0,0,0,0
303857.jpg,1,0,1,0,0,0,0,0,0
79026.jpg,1,0,0,0,1,1,0,0,0
36648.jpg,1,0,0,0,0,0,0,0,0
217.jpg,1,1,0,0,0,0,0,0,0
5175.jpg,1,0,0,1,1,0,0,0,0
157350.jpg,1,1,0,0,0,0,0,0,0
734253.jpg,1,1,0,0,0,0,1,0,0
931102.jpg,1,0,0,1,0,1,0,0,0
12437.jpg,1,0,0,0,0,0,1,0,1
590223.jpg,1,1,0,1,0,0,0,0,0
346672.jpg,1,0,0,0,0,0,1,0,1
204082.jpg,1,0,0,0,0,0,0,0,1
1271.jpg,1,1,0,0,0,0,0,0,0
2024.jpg,1,0,0,0,0,1,0,0,0
438650.jpg,1,0,0,1,1,0,0,0,1
882059.jpg,1,0,0,0,1,0,0,0,1
11430.jpg,1,0,1,1,0,0,0,0,0
834.jpg,1,0,0,0,0,0,1,0,1
9702.jpg,1,0,0,0,1,1,0,0,1
13809.jpg,1,0,0,0,1,0,0,0,1
592350.jpg,1,1,1,0,0,0,1,0,0
461130.jpg,1,0,0,0,1,0,0,0,0
9737.jpg,1,0,0,1,1,0,0,0,1
1452.jpg,1,1,0,0,0,0,0,0,0
113082.jpg,1,1,1,0,0,0,1,0,0
7220.jpg,1,0,0,0,1,1,0,0,0
12242.jpg,1,0,1,1,0,0,0,0,0
197.jpg,1,0,0,0,0,1,0,0,0
660521.jpg,1,0,0,0,0,0,0,0,0
509967.jpg,1,0,0,1,0,0,0,0,1
872906.jpg,1,1,0,0,0,0,0,0,1
616.jpg,1,0,0,0,0,1,0,0,0
291805.jpg,1,0,0,0,1,0,0,0,1
988591.jpg,1,0,0,0,0,0,0,0,0
399173.jpg,1,0,0,0,1,0,0,0,1
666035.jpg,1,0,0,0,0,0,0,0,1
19384.jpg,1,0,0,0,1,0,0,0,1
401478.jpg,1,0,0,0,0,0,0,0,1
10329.jpg,1,1,0,0,0,0,0,0,0
60304.jpg,1,0,0,0,0,0,1,0,0
52520.jpg,1,0,0,0,0,0,1,0,0
338970.jpg,1,1,0,0,0,0,1,0,0
107846.jpg,1,0,0,0,0,0,0,0,1
563.jpg,1,1,0,0,0,0,0,0,1
9387.jpg,1,1,0,0,0,0,1,0,0
628900.jpg,1,1,0,0,0,0,0,0,1
934632.jpg,1,0,0,0,0,1,0,0,0
714.jpg,1,1,0,0,0,0,0,0,1
1487.jpg,1,0,0,0,0,0,1,0,0
110415.jpg,1,0,0,0,0,1,0,0,0
755679.jpg,1,0,0,0,1,0,0,0,1
16237.jpg,1,0,1,0,0,0,0,0,0
1927.jpg,1,1,0,0,0,0,0,0,0
766507.jpg,1,0,0,0,0,0,0,0,1
841755.jpg,1,0,1,0,0,0,1,0,0
199.jpg,1,1,0,0,0,0,0,0,1
18491.jpg,1,0,1,0,0,1,0,0,0
566810.jpg,1,1,0,0,0,0,1,0,0
339846.jpg,1,0,0,1,1,0,0,0,0
277.jpg,1,0,0,0,0,0,1,0,1
337401.jpg,1,1,0,0,0,1,1,0,0
1155089.jpg,1,0,1,0,0,0,0,0,0
839.jpg,1,0,0,0,0,0,0,0,1
658.jpg,1,1,0,0,0,0,0,0,1
871.jpg,1,0,0,0,0,1,0,0,0
558574.jpg,1,0,0,0,1,1,0,0,0
397567.jpg,1,1,0,0,0,1,1,0,1
297802.jpg,1,1,0,0,0,0,1,0,0
227719.jpg,1,0,0,0,0,0,1,0,0
36670.jpg,1,1,0,0,0,0,0,0,1
893712.jpg,1,0,1,0,0,0,1,0,0
9316.jpg,1,1,0,0,1,0,0,0,1
808396.jpg,1,0,0,0,1,0,0,0,1
497698.jpg,1,1,0,0,0,0,0,0,0
417320.jpg,1,1,0,0,0,0,1,1,0
8810.jpg,1,1,0,0,0,0,0,0,1
14324.jpg,1,1,0,1,0,0,0,1,0
335983.jpg,1,0,0,0,0,0,0,0,0
343611.jpg,1,0,0,0,0,0,0,0,1
844416.jpg,1,0,0,0,0,0,0,0,1
218043.jpg,1,0,0,0,0,0,0,0,1
39105.jpg,1,0,1,0,0,0,0,0,0
290271.jpg,1,1,1,1,0,0,1,0,0
265208.jpg,1,0,0,0,1,0,0,0,1
274854.jpg,1,1,0,0,0,0,1,0,0
1209574.jpg,1,0,0,0,1,0,0,0,1
1084812.jpg,1,0,0,1,0,0,0,0,0
634528.jpg,1,0,0,0,0,1,0,0,1
22894.jpg,1,0,0,0,0,0,1,0,0
330459.jpg,1,1,0,0,0,0,0,0,0
399170.jpg,1,0,0,1,1,1,0,0,0
657.jpg,1,1,0,0,0,0,0,0,1
39314.jpg,1,1,0,0,0,1,1,0,0
19898.jpg,1,0,0,0,0,0,0,0,1
503736.jpg,1,0,0,0,1,0,0,0,0
67395.jpg,1,0,0,0,0,0,0,0,1
198184.jpg,1,0,0,0,1,0,0,0,0
39100.jpg,1,0,1,0,0,0,0,0,0
894205.jpg,1,0,0,0,0,0,1,0,0
406990.jpg,1,0,0,0,0,1,0,0,1
8960.jpg,1,0,0,0,0,0,1,0,0
97020.jpg,1,0,0,0,1,0,0,0,0
1894.jpg,1,1,0,0,0,0,0,0,0
315635.jpg,1,0,0,0,0,1,0,0,0
606870.jpg,1,0,0,0,0,1,0,0,0
644124.jpg,1,0,0,0,0,0,1,0,0
23483.jpg,1,0,0,0,1,0,0,0,0
670.jpg,1,0,0,0,0,1,0,0,1
41154.jpg,1,0,0,1,0,0,0,0,0
1049948.jpg,1,0,0,0,0,0,0,0,0
726684.jpg,1,0,1,0,0,0,1,0,0
1891.jpg,1,1,0,0,0,0,0,0,0
800345.jpg,1,0,0,0,1,0,0,0,1
1979.jpg,1,1,0,0,0,0,0,0,0
317442.jpg,1,0,1,0,0,0,0,1,0
1572.jpg,1,0,0,0,0,0,0,0,1
654739.jpg,1,0,0,0,1,1,0,0,1
193756.jpg,1,0,0,0,0,1,0,0,0
9067.jpg,1,0,0,1,0,0,1,0,0
5550.jpg,1,1,0,0,1,0,0,0,1
2503.jpg,1,0,0,0,0,1,0,0,1
440.jpg,1,0,0,0,0,0,1,0,1
39144.jpg,1,1,1,1,0,0,1,0,0
982932.jpg,1,0,0,0,0,1,0,0,1
1089.jpg,1,0,0,0,1,0,0,0,1
2034.jpg,1,0,0,0,1,1,0,0,0
399402.jpg,1,0,0,0,0,0,0,0,1
823625.jpg,1,1,0,0,0,1,0,0,1
2048.jpg,1,0,0,0,0,0,0,0,0
634649.jpg,1,1,0,0,0,0,0,0,0
4643.jpg,1,1,0,0,0,1,0,0,0
1260040.jpg,1,0,1,0,0,0,0,0,0
141820.jpg,1,1,0,0,0,1,0,0,0
399361.jpg,1,1,0,0,1,0,0,0,1
1189798.jpg,1,0,0,0,0,0,0,0,1
752.jpg,1,0,0,0,0,0,0,0,1
10483.jpg,1,0,0,0,0,0,0,0,1
58574.jpg,1,1,0,0,1,0,0,0,0
391757.jpg,1,0,0,0,0,1,0,0,0
11237.jpg,1,1,0,0,0,0,1,0,0
72559.jpg,1,1,0,0,0,0,0,0,0
34544.jpg,1,1,0,1,1,0,0,0,1
492449.jpg,1,0,0,0,0,0,0,0,1
568620.jpg,1,1,0,0,0,0,0,0,0
797271.jpg,1,0,0,0,0,0,0,0,1
96721.jpg,1,0,0,0,0,1,0,0,0
447404.jpg,1,1,0,0,0,0,1,0,0
1053544.jpg,1,0,0,0,0,1,0,0,1
2501.jpg,1,0,0,0,0,1,0,0,1
620705.jpg,1,1,0,0,0,0,0,0,0
118406.jpg,1,0,1,0,0,0,1,0,0
334074.jpg,1,0,0,0,1,0,0,0,1
682.jpg,1,1,0,0,0,0,0,0,1
266647.jpg,1,1,0,0,0,0,1,0,0
955555.jpg,1,0,0,1,1,0,0,0,1
4108.jpg,1,0,0,0,1,0,0,0,1
187.jpg,1,0,0,0,1,0,0,0,1
45288.jpg,1,0,1,1,0,1,0,0,0
1102776.jpg,1,0,0,0,0,0,0,0,0
127521.jpg,1,0,0,0,1,0,0,0,1
449574.jpg,1,0,1,0,0,0,0,0,0
287947.jpg,1,0,0,1,0,0,1,0,0
44943.jpg,1,0,0,0,0,0,0,0,0
10515.jpg,1,1,1,0,0,0,1,1,0
9543.jpg,1,1,0,0,0,0,1,0,0
866038.jpg,1,0,0,0,1,0,0,0,0
373879.jpg,1,1,1,1,0,0,1,0,0
117263.jpg,1,0,0,0,0,0,0,0,1
480530.jpg,1,0,0,0,0,1,0,0,0
615677.jpg,1,0,0,1,0,0,1,0,0
1013860.jpg,1,0,0,1,1,0,1,0,0
818511.jpg,1,0,0,0,0,1,0,0,1
87421.jpg,1,0,0,0,0,0,0,0,1
15767.jpg,1,1,0,0,0,0,1,0,1
786892.jpg,1,1,0,0,0,0,0,0,0
82881.jpg,1,0,1,1,0,0,0,0,0
435.jpg,1,1,0,0,0,0,0,0,1
53182.jpg,1,0,0,0,0,1,0,0,0
146216.jpg,1,0,0,1,1,0,0,0,1
1372.jpg,1,0,0,0,0,1,0,0,1
10661.jpg,1,0,0,1,0,0,0,0,0
848538.jpg,1,1,0,1,0,0,0,0,0
119450.jpg,1,0,0,0,0,1,0,0,1
10054.jpg,1,1,0,1,0,0,0,0,0
15255.jpg,1,0,0,0,1,0,0,0,1
948713.jpg,1,1,0,0,0,0,0,0,0
710.jpg,1,1,0,0,0,0,0,0,1
230179.jpg,1,1,0,0,0,0,0,0,1
369885.jpg,1,0,0,0,0,1,0,1,1
518896.jpg,1,0,0,0,0,1,0,0,0
9679.jpg,1,0,0,0,1,0,0,0,1
638507.jpg,1,1,1,0,0,0,1,0,0
1039690.jpg,1,0,0,0,1,1,0,0,1
267860.jpg,1,0,0,0,0,0,0,0,1
667538.jpg,1,1,0,0,0,0,0,0,0
804435.jpg,1,1,0,0,0,0,0,0,1
9342.jpg,1,1,0,0,0,0,0,0,0
589761.jpg,1,1,0,0,0,1,1,0,0
374205.jpg,1,1,1,1,0,0,0,0,0
22538.jpg,1,0,0,1,0,0,0,1,0
870358.jpg,1,0,1,1,0,0,0,0,0
615457.jpg,1,0,0,0,0,0,0,0,1
1217986.jpg,1,0,0,0,0,0,0,0,0
961484.jpg,1,0,0,0,0,0,0,0,1
773867.jpg,1,1,0,1,1,0,0,0,0
238615.jpg,1,0,0,0,0,0,0,0,1
438674.jpg,1,0,0,0,1,0,0,0,1
